PHASE,ID,GENDER,STATUS,CHILDREN,ESTINCOME,CAROWNER,AGE,LONGDISTANCE,INTERNATIONAL,LOCAL,DROPPED,PAYMETHOD,LOCALBILLTYPE,LONGDISTANCEBILLTYPE,USAGE,RATEPLAN,CHURN
Adult,2603,M,M,1,+0013091.60000000,N,+0000059.12666700,+00022.,+00000.,+00020.,0,CC,Budget,Intnl_discount,+00043.,2,F
Adult,2605,F,S,0,+0064335.00000000,Y,+0000019.06666700,+00017.,+00000.,+00137.,2,CC,FreeLocal,Standard,+00154.,1,F
Adult,2608,F,S,0,+0076142.00000000,N,+0000032.02000000,+00028.,+00000.,+00084.,0,CC,FreeLocal,Standard,+00112.,2,F
Adult,2610,M,S,1,+0001765.41000000,N,+0000018.76666700,+00003.,+00000.,+00044.,0,CC,FreeLocal,Standard,+00047.,2,F
Adult,2611,F,S,2,+0019131.10000000,N,+0000056.18666700,+00022.,+00000.,+00034.,0,Auto,Budget,Standard,+00057.,4,T
Adult,2612,F,S,0,+0098716.30000000,N,+0000055.66000000,+00020.,+00008.,+00013.,0,CC,FreeLocal,Standard,+00043.,1,F
Adult,2615,F,S,2,+0006440.46000000,Y,+0000046.00000000,+00022.,+00000.,+00027.,0,CH,Budget,Standard,+00049.,1,F
Adult,2617,M,M,2,+0028766.90000000,N,+0000046.84000000,+00006.,+00000.,+00058.,0,CC,Budget,Standard,+00064.,3,F
Adult,2618,F,M,1,+0056722.80000000,N,+0000060.59333300,+00017.,+00006.,+00051.,0,CC,FreeLocal,Standard,+00074.,3,F
Adult,2622,M,M,2,+0091272.20000000,Y,+0000025.03333300,+00026.,+00000.,+00013.,0,CC,FreeLocal,Standard,+00040.,4,F
Adult,2623,F,M,0,+0083891.90000000,Y,+0000061.02000000,+00028.,+00000.,+00045.,0,CH,Budget,Standard,+00074.,2,F
Adult,2627,F,S,0,+0073228.30000000,N,+0000070.00000000,+00022.,+00000.,+00028.,0,Auto,Budget,Standard,+00050.,1,F
Child,2637,F,M,2,+0055860.00000000,Y,+0000014.57333300,+00016.,+00000.,+00010.,0,CC,FreeLocal,Intnl_discount,+00026.,2,F
Adult,2644,M,M,2,+0057360.80000000,Y,+0000053.25333300,+00010.,+00000.,+00057.,0,CC,FreeLocal,Standard,+00067.,1,F
Adult,2645,M,M,1,+0092414.70000000,Y,+0000045.51333300,+00029.,+00000.,+00010.,0,CC,FreeLocal,Standard,+00040.,3,T
Child,2649,F,M,2,+0086695.40000000,N,+0000013.90666700,+00025.,+00000.,+00032.,0,CC,FreeLocal,Standard,+00058.,1,F
Adult,2653,F,M,0,+0066666.00000000,N,+0000060.00000000,+00029.,+00000.,+00090.,4,Auto,FreeLocal,Intnl_discount,+00119.,2,F
Adult,2654,M,M,1,+0002067.82000000,N,+0000047.85333300,+00015.,+00000.,+00070.,0,CC,Budget,Intnl_discount,+00085.,1,F
Adult,2658,F,M,1,+0077000.00000000,Y,+0000048.00000000,+00006.,+00000.,+00030.,0,Auto,FreeLocal,Intnl_discount,+00037.,2,F
Adult,2660,M,M,0,+0065619.70000000,Y,+0000046.00000000,+00013.,+00000.,+00144.,0,CC,Budget,Standard,+00158.,3,T
Adult,2661,F,M,1,+0095620.30000000,Y,+0000046.00000000,+00010.,+00000.,+00093.,0,CC,Budget,Standard,+00104.,2,F
Adult,2671,F,S,0,+0039461.00000000,N,+0000022.22666700,+00022.,+00000.,+00103.,1,CC,FreeLocal,Standard,+00126.,1,T
Adult,2672,M,M,1,+0047371.00000000,Y,+0000054.96000000,+00004.,+00007.,+00258.,0,CC,Budget,Intnl_discount,+00270.,2,F
Adult,2678,F,S,1,+0000540.40000000,Y,+0000039.21333300,+00012.,+00000.,+00007.,0,Auto,Budget,Intnl_discount,+00020.,1,T
Adult,2685,M,S,1,+0037626.00000000,N,+0000033.86666700,+00007.,+00008.,+00071.,0,CH,Budget,Intnl_discount,+00087.,2,F
Adult,2688,F,S,0,+0093454.30000000,Y,+0000048.53333300,+00018.,+00000.,+00025.,0,Auto,FreeLocal,Standard,+00044.,2,F
Adult,2695,F,M,1,+0013829.40000000,N,+0000020.00000000,+00045.,+00000.,+00008.,0,CH,FreeLocal,Standard,+00034.,4,T
Adult,2696,F,M,2,+0011234.70000000,Y,+0000049.04666700,+00000.,+00000.,+00112.,0,CC,Budget,Standard,+00113.,4,F
Adult,2702,F,M,2,+0028267.00000000,N,+0000030.09333300,+00021.,+00000.,+00192.,0,CC,FreeLocal,Standard,+00214.,3,F
Adult,2708,M,S,1,+0094188.30000000,N,+0000057.54666700,+00020.,+00000.,+00019.,0,CC,Budget,Standard,+00041.,1,T
Adult,2711,F,M,2,+0091861.00000000,Y,+0000041.98000000,+00015.,+00000.,+00006.,0,CC,Budget,Standard,+00022.,1,F
Adult,2715,F,M,2,+0069133.90000000,Y,+0000026.83333300,+00008.,+00000.,+00037.,0,CH,FreeLocal,Standard,+00046.,4,F
Adult,2718,F,M,2,+0030998.80000000,N,+0000040.96000000,+00002.,+00000.,+00050.,0,Auto,Budget,Standard,+00052.,2,F
Child,2720,M,S,0,+0015924.20000000,N,+0000014.46000000,+00000.,+00000.,+00001.,0,CH,FreeLocal,Standard,+00001.,2,F
Adult,2729,F,M,2,+0038215.90000000,N,+0000030.88666700,+00000.,+00000.,+00000.,0,Auto,Budget,Standard,+00000.,1,F
Child,2733,F,M,2,+0088427.00000000,N,+0000013.86000000,+00022.,+00004.,+00043.,0,CC,Budget,Standard,+00069.,2,F
Adult,2735,M,S,0,+0089142.70000000,N,+0000032.00000000,+00003.,+00008.,+00005.,0,CC,Budget,Intnl_discount,+00016.,2,F
Adult,2738,F,S,0,+0032962.60000000,N,+0000023.00000000,+00045.,+00000.,+00262.,0,CC,Budget,Standard,+00265.,1,T
Adult,2745,M,M,1,+0066931.90000000,N,+0000063.93333300,+00011.,+00000.,+00005.,0,CC,Budget,Standard,+00017.,3,T
Adult,2748,F,S,0,+0043000.00000000,N,+0000024.00000000,+00028.,+00000.,+00154.,0,CC,Budget,Intnl_discount,+00168.,4,T
Adult,2749,F,S,0,+0042000.00000000,N,+0000023.00000000,+00025.,+00000.,+00061.,0,CC,Budget,Standard,+00065.,3,T
Adult,2753,F,S,1,+0002800.68000000,N,+0000045.67333300,+00028.,+00000.,+00106.,0,CC,Budget,Standard,+00134.,4,T
Adult,2764,F,S,0,+0015989.30000000,N,+0000061.69333300,+00003.,+00000.,+00025.,1,CC,Budget,Intnl_discount,+00029.,3,T
Adult,2770,M,S,1,+0084978.10000000,N,+0000021.64000000,+00005.,+00007.,+00076.,0,CH,FreeLocal,Intnl_discount,+00088.,2,F
Adult,2771,F,M,2,+0036647.90000000,N,+0000049.98666700,+00021.,+00000.,+00085.,0,CC,Budget,Intnl_discount,+00107.,1,T
Adult,2773,F,S,1,+0073338.00000000,N,+0000048.24666700,+00020.,+00000.,+00009.,0,Auto,Budget,Intnl_discount,+00029.,3,F
Adult,2774,F,S,0,+0000433.74000000,N,+0000060.74666700,+00003.,+00000.,+00040.,0,CC,FreeLocal,Standard,+00044.,1,T
Adult,2775,F,M,2,+0016962.20000000,N,+0000045.36000000,+00018.,+00000.,+00008.,0,CC,Budget,Standard,+00027.,1,F
Adult,2777,M,M,2,+0010708.30000000,N,+0000026.02666700,+00020.,+00004.,+00117.,0,CH,Budget,Intnl_discount,+00142.,1,F
Adult,2780,F,M,0,+0002031.61000000,N,+0000020.30000000,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00109.,1,T
Adult,2783,F,S,2,+0016938.50000000,N,+0000046.00000000,+00013.,+00000.,+00008.,0,CH,FreeLocal,Standard,+00022.,3,F
Child,2789,M,S,1,+0024141.50000000,Y,+0000017.00666700,+00028.,+00000.,+00097.,0,CC,FreeLocal,Standard,+00125.,3,T
Adult,3413,M,M,1,+0095620.30000000,Y,+0000049.12000000,+00010.,+00000.,+00093.,0,CC,Budget,Standard,+00104.,1,T
Adult,2799,F,M,0,+0095405.70000000,N,+0000070.00000000,+00007.,+00000.,+00006.,0,CC,Budget,Standard,+00013.,3,F
Adult,2802,M,S,0,+0090321.60000000,N,+0000055.11333300,+00000.,+00000.,+00011.,0,CC,FreeLocal,Intnl_discount,+00012.,3,T
Adult,2803,M,S,0,+0090478.60000000,N,+0000054.55333300,+00018.,+00000.,+00136.,0,CC,FreeLocal,Standard,+00154.,2,T
Adult,2807,F,S,1,+0038000.00000000,N,+0000024.39333300,+00023.,+00000.,+00206.,0,CC,Budget,Intnl_discount,+00229.,3,T
Adult,2814,M,M,0,+0075004.50000000,N,+0000064.80000000,+00026.,+00000.,+00032.,0,CC,Budget,Intnl_discount,+00058.,4,F
Adult,2820,F,M,2,+0047902.00000000,N,+0000026.03333300,+00017.,+00004.,+00049.,1,Auto,FreeLocal,Standard,+00072.,4,F
Adult,2833,M,M,2,+0053010.80000000,N,+0000018.84000000,+00012.,+00000.,+00046.,4,CC,FreeLocal,Standard,+00058.,2,F
Adult,2834,M,M,1,+0075004.50000000,N,+0000064.80000000,+00026.,+00000.,+00032.,0,CC,Budget,Intnl_discount,+00058.,2,F
Adult,2837,M,M,0,+0019749.30000000,N,+0000060.36666700,+00020.,+00000.,+00013.,0,CC,Budget,Standard,+00034.,1,F
Adult,2839,M,M,2,+0020078.00000000,N,+0000032.84666700,+00009.,+00000.,+00006.,0,CC,Budget,Intnl_discount,+00015.,1,F
Adult,2840,F,M,2,+0047902.00000000,N,+0000026.03333300,+00017.,+00004.,+00049.,1,Auto,FreeLocal,Standard,+00072.,4,F
Child,2841,M,M,1,+0007545.96000000,Y,+0000016.75333300,+00022.,+00000.,+00178.,0,CC,Budget,Standard,+00200.,1,T
Adult,2851,F,S,1,+0097689.20000000,N,+0000059.07333300,+00006.,+00000.,+00008.,0,CC,FreeLocal,Standard,+00014.,4,T
Adult,2852,F,S,1,+0075397.80000000,Y,+0000057.66000000,+00024.,+00000.,+00035.,0,CC,FreeLocal,Standard,+00060.,4,T
Adult,2854,M,M,0,+0092881.80000000,N,+0000021.38000000,+00002.,+00006.,+00085.,0,CC,FreeLocal,Standard,+00093.,2,T
Adult,2855,M,S,2,+0043634.50000000,N,+0000021.78000000,+00029.,+00009.,+00104.,0,CC,Budget,Standard,+00143.,2,T
Adult,2858,F,M,1,+0052490.10000000,N,+0000019.19333300,+00010.,+00009.,+00009.,0,CC,FreeLocal,Standard,+00029.,4,T
Adult,2859,F,S,1,+0013109.10000000,N,+0000062.60666700,+00022.,+00000.,+00040.,0,Auto,Budget,Standard,+00062.,3,T
Adult,2868,F,M,0,+0091708.40000000,N,+0000037.29333300,+00017.,+00000.,+00031.,0,CH,Budget,Intnl_discount,+00048.,4,T
Adult,2870,F,M,2,+0062061.80000000,Y,+0000045.92000000,+00029.,+00000.,+00052.,0,Auto,FreeLocal,Standard,+00082.,1,F
Adult,2879,F,S,2,+0006440.46000000,Y,+0000061.00000000,+00022.,+00000.,+00027.,0,CH,Budget,Standard,+00049.,1,F
Adult,2881,M,M,2,+0028766.90000000,N,+0000046.84000000,+00006.,+00000.,+00058.,0,CC,Budget,Standard,+00064.,1,F
Adult,2886,M,M,2,+0091272.20000000,Y,+0000025.03333300,+00026.,+00000.,+00013.,0,CC,FreeLocal,Standard,+00040.,2,F
Adult,2891,F,S,0,+0073228.30000000,N,+0000055.00000000,+00022.,+00000.,+00028.,0,Auto,Budget,Standard,+00050.,3,F
Adult,2896,F,S,0,+0093322.10000000,Y,+0000040.31333300,+00029.,+00000.,+00008.,0,CH,Budget,Intnl_discount,+00038.,1,T
Adult,2899,M,M,2,+0049910.70000000,Y,+0000051.52000000,+00027.,+00000.,+00023.,0,CC,Budget,Standard,+00051.,4,F
Adult,2900,M,M,0,+0076161.40000000,Y,+0000044.57333300,+00011.,+00000.,+00025.,0,CC,FreeLocal,Standard,+00037.,1,T
Adult,2908,M,M,2,+0057360.80000000,Y,+0000053.25333300,+00010.,+00000.,+00057.,0,CC,FreeLocal,Standard,+00067.,3,F
Adult,2909,M,M,0,+0092414.70000000,Y,+0000045.51333300,+00029.,+00000.,+00010.,0,CC,FreeLocal,Standard,+00040.,1,T
Adult,2918,M,M,1,+0002067.82000000,N,+0000047.85333300,+00015.,+00000.,+00070.,0,CC,Budget,Intnl_discount,+00085.,3,F
Adult,2921,M,M,2,+0030665.20000000,Y,+0000022.88000000,+00005.,+00008.,+00063.,0,Auto,FreeLocal,Standard,+00077.,4,F
Adult,2922,F,M,1,+0080000.00000000,Y,+0000063.35333300,+00006.,+00000.,+00030.,0,Auto,FreeLocal,Intnl_discount,+00037.,1,F
Adult,2923,F,M,1,+0098680.40000000,Y,+0000058.70666700,+00017.,+00000.,+00008.,0,CH,FreeLocal,Intnl_discount,+00026.,1,F
Adult,2925,F,M,1,+0095620.30000000,Y,+0000049.12000000,+00010.,+00000.,+00093.,0,CC,Budget,Standard,+00104.,4,F
Adult,2926,F,D,1,+0085275.00000000,N,+0000052.00000000,+00022.,+00000.,+00151.,0,Auto,FreeLocal,Intnl_discount,+00174.,3,F
Adult,2927,F,M,1,+0066921.40000000,Y,+0000042.00000000,+00015.,+00000.,+00008.,0,CC,FreeLocal,Intnl_discount,+00024.,2,F
Adult,2928,F,M,1,+0098453.60000000,Y,+0000043.00000000,+00013.,+00000.,+00011.,0,Auto,FreeLocal,Standard,+00025.,4,F
Adult,2930,F,S,2,+0057420.00000000,Y,+0000047.00000000,+00025.,+00000.,+00252.,1,Auto,Budget,Standard,+00277.,2,F
Adult,2935,F,S,0,+0039461.00000000,N,+0000022.22666700,+00022.,+00000.,+00103.,1,CC,FreeLocal,Standard,+00126.,4,T
Adult,2936,M,M,1,+0047371.00000000,Y,+0000054.96000000,+00004.,+00007.,+00258.,0,CC,Budget,Intnl_discount,+00270.,4,F
Adult,2939,M,S,1,+0016432.10000000,Y,+0000020.92000000,+00020.,+00008.,+00080.,0,CH,Budget,Intnl_discount,+00109.,4,T
Adult,2945,F,M,2,+0059691.30000000,N,+0000038.04000000,+00021.,+00000.,+00256.,0,CC,Budget,Standard,+00278.,3,F
Adult,2946,F,S,2,+0011251.10000000,Y,+0000061.00000000,+00028.,+00000.,+00113.,0,CC,FreeLocal,Standard,+00141.,4,T
Adult,2951,F,S,2,+0003416.62000000,Y,+0000022.76000000,+00018.,+00000.,+00104.,0,CC,Budget,Standard,+00123.,4,T
Adult,2959,F,M,1,+0030000.00000000,N,+0000020.00000000,+00059.,+00000.,+00008.,0,CH,FreeLocal,Standard,+00034.,2,T
Adult,2960,F,M,2,+0011234.70000000,Y,+0000049.04666700,+00000.,+00000.,+00112.,0,CC,Budget,Standard,+00113.,3,F
Adult,2968,F,M,2,+0036725.10000000,N,+0000055.79333300,+00008.,+00009.,+00077.,0,CH,Budget,Standard,+00094.,4,F
Adult,2972,M,S,1,+0094188.30000000,N,+0000057.54666700,+00020.,+00000.,+00019.,0,CC,Budget,Standard,+00041.,2,T
Adult,2978,F,S,1,+0012374.90000000,Y,+0000033.49333300,+00017.,+00000.,+00106.,0,Auto,FreeLocal,Standard,+00123.,3,T
Adult,2979,F,M,2,+0069133.90000000,Y,+0000026.83333300,+00008.,+00000.,+00037.,0,CH,FreeLocal,Standard,+00046.,2,F
Adult,2988,M,M,2,+0021416.50000000,N,+0000035.65333300,+00009.,+00009.,+00008.,0,CC,FreeLocal,Intnl_discount,+00027.,1,F
Child,2992,M,M,2,+0078554.20000000,N,+0000016.70000000,+00005.,+00007.,+00023.,0,Auto,Budget,Standard,+00035.,1,F
Adult,2994,F,M,1,+0014085.50000000,N,+0000021.00000000,+00043.,+00000.,+00160.,0,CC,FreeLocal,Standard,+00176.,1,T
Adult,2995,F,M,2,+0049745.30000000,N,+0000047.96666700,+00002.,+00000.,+00024.,0,CH,Budget,Intnl_discount,+00027.,4,F
Adult,2998,F,M,2,+0098003.70000000,Y,+0000026.27333300,+00001.,+00000.,+00083.,0,CC,FreeLocal,Intnl_discount,+00084.,4,F
Adult,3007,F,M,2,+0076289.20000000,N,+0000048.20666700,+00022.,+00000.,+00082.,0,CC,Budget,Intnl_discount,+00104.,2,F
Adult,3009,M,M,1,+0066931.90000000,N,+0000063.93333300,+00011.,+00000.,+00005.,0,CC,Budget,Standard,+00017.,3,T
Adult,3010,M,S,0,+0009309.57000000,Y,+0000025.44000000,+00008.,+00000.,+00099.,0,CC,FreeLocal,Standard,+00108.,2,F
Adult,3012,F,S,0,+0038000.00000000,N,+0000024.00000000,+00029.,+00000.,+00154.,0,CC,Budget,Intnl_discount,+00168.,1,T
Adult,3015,F,D,1,+0077726.40000000,N,+0000056.72000000,+00014.,+00000.,+00009.,0,Auto,Budget,Intnl_discount,+00023.,4,F
Adult,3016,F,S,2,+0043000.00000000,N,+0000023.00000000,+00028.,+00002.,+00038.,0,CC,FreeLocal,Standard,+00062.,2,T
Adult,3017,F,S,1,+0002800.68000000,N,+0000045.67333300,+00028.,+00000.,+00106.,0,CC,Budget,Standard,+00134.,1,T
Adult,3020,F,M,2,+0090271.60000000,N,+0000044.92666700,+00013.,+00000.,+00096.,0,CC,FreeLocal,Standard,+00110.,2,F
Adult,3025,F,M,2,+0098217.10000000,N,+0000044.98000000,+00029.,+00000.,+00013.,0,CC,FreeLocal,Standard,+00042.,4,F
Adult,3028,F,S,0,+0015989.30000000,N,+0000061.69333300,+00003.,+00000.,+00025.,1,CC,Budget,Intnl_discount,+00029.,1,T
Adult,3034,M,S,1,+0084978.10000000,N,+0000021.64000000,+00005.,+00007.,+00076.,0,CH,FreeLocal,Intnl_discount,+00088.,2,F
Adult,3036,F,S,0,+0064319.20000000,N,+0000041.22666700,+00003.,+00000.,+00037.,0,CH,Budget,Intnl_discount,+00040.,1,T
Adult,3037,F,S,1,+0073338.00000000,N,+0000048.24666700,+00020.,+00000.,+00009.,0,Auto,Budget,Intnl_discount,+00029.,4,F
Adult,3038,F,S,0,+0000433.74000000,N,+0000060.74666700,+00003.,+00000.,+00040.,0,CC,FreeLocal,Standard,+00044.,2,T
Adult,3044,F,M,0,+0002031.61000000,N,+0000020.30000000,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00109.,4,T
Adult,3051,F,M,1,+0008073.11000000,N,+0000041.00000000,+00028.,+00000.,+00060.,0,Auto,FreeLocal,Standard,+00089.,3,F
Child,3053,M,S,1,+0024141.50000000,Y,+0000017.00666700,+00028.,+00000.,+00097.,0,CC,FreeLocal,Standard,+00125.,3,T
Adult,3056,M,S,2,+0072084.70000000,N,+0000055.64000000,+00029.,+00000.,+00009.,0,CC,Budget,Intnl_discount,+00038.,3,F
Adult,3062,M,M,0,+0071472.90000000,N,+0000041.91333300,+00016.,+00000.,+00114.,0,CH,Budget,Standard,+00130.,3,T
Adult,3063,F,M,0,+0095405.70000000,N,+0000046.50666700,+00007.,+00000.,+00006.,0,CC,Budget,Standard,+00013.,4,F
Adult,3068,F,M,2,+0056187.00000000,N,+0000043.00000000,+00008.,+00000.,+00013.,0,CH,Budget,Standard,+00021.,1,F
Adult,3082,M,S,1,+0057626.90000000,Y,+0000043.90666700,+00009.,+00000.,+00038.,0,CC,Budget,Standard,+00048.,1,F
Adult,3083,M,D,1,+0020078.00000000,N,+0000032.84666700,+00009.,+00000.,+00006.,0,CC,Budget,Intnl_discount,+00015.,2,F
Adult,3084,F,M,2,+0047902.00000000,N,+0000026.03333300,+00017.,+00004.,+00049.,1,Auto,FreeLocal,Standard,+00072.,4,F
Child,3085,M,M,1,+0007545.96000000,Y,+0000016.75333300,+00022.,+00000.,+00178.,0,CC,Budget,Standard,+00200.,3,T
Adult,3089,M,S,2,+0089459.90000000,N,+0000053.28000000,+00011.,+00001.,+00022.,0,CC,FreeLocal,Standard,+00036.,2,T
Adult,3099,M,S,2,+0043634.50000000,N,+0000021.78000000,+00029.,+00009.,+00104.,0,CC,Budget,Standard,+00143.,1,T
Adult,3103,F,S,1,+0013109.10000000,N,+0000062.60666700,+00022.,+00000.,+00040.,0,Auto,Budget,Standard,+00062.,4,T
Adult,3140,F,S,0,+0093322.10000000,Y,+0000040.31333300,+00029.,+00000.,+00008.,0,CH,Budget,Intnl_discount,+00038.,1,T
Adult,3152,M,M,2,+0057360.80000000,Y,+0000053.25333300,+00010.,+00000.,+00057.,0,CC,FreeLocal,Standard,+00067.,1,F
Adult,3153,M,M,1,+0092414.70000000,Y,+0000045.51333300,+00029.,+00000.,+00010.,0,CC,FreeLocal,Standard,+00040.,4,T
Adult,3156,F,M,2,+0087578.20000000,Y,+0000053.36666700,+00000.,+00000.,+00022.,0,CC,Budget,Standard,+00022.,3,F
Adult,3158,M,M,1,+0005306.11000000,N,+0000039.09333300,+00005.,+00000.,+00017.,0,CH,Budget,Standard,+00022.,2,F
Adult,3162,M,M,1,+0002067.82000000,N,+0000047.85333300,+00015.,+00000.,+00070.,0,CC,Budget,Intnl_discount,+00085.,2,F
Adult,3168,F,M,2,+0065619.70000000,Y,+0000046.00000000,+00013.,+00000.,+00144.,0,CC,Budget,Standard,+00158.,3,F
Adult,3170,F,S,0,+0085275.00000000,N,+0000047.00000000,+00022.,+00000.,+00151.,0,Auto,FreeLocal,Intnl_discount,+00174.,1,F
Adult,3171,F,M,1,+0066921.40000000,Y,+0000043.00000000,+00015.,+00000.,+00008.,0,CC,FreeLocal,Intnl_discount,+00024.,1,F
Adult,3174,F,S,2,+0057420.00000000,Y,+0000048.00000000,+00025.,+00000.,+00252.,1,Auto,Budget,Standard,+00277.,1,F
Adult,3175,M,M,0,+0068000.00000000,N,+0000067.00000000,+00003.,+00003.,+00026.,1,CC,FreeLocal,Standard,+00034.,4,T
Adult,3177,M,M,0,+0003911.90000000,N,+0000038.41333300,+00005.,+00008.,+00025.,0,CC,Budget,Intnl_discount,+00039.,2,F
Adult,3179,F,S,0,+0039461.00000000,N,+0000022.22666700,+00022.,+00000.,+00103.,1,CC,FreeLocal,Standard,+00126.,1,T
Adult,3180,M,M,1,+0047371.00000000,Y,+0000054.96000000,+00004.,+00007.,+00258.,0,CC,Budget,Intnl_discount,+00270.,4,F
Adult,3186,F,S,1,+0000540.40000000,Y,+0000039.21333300,+00012.,+00000.,+00007.,0,Auto,Budget,Intnl_discount,+00020.,3,T
Adult,3188,F,M,2,+0080087.70000000,N,+0000041.92000000,+00008.,+00000.,+00022.,0,CC,FreeLocal,Standard,+00031.,4,F
Adult,3190,F,S,2,+0011251.10000000,Y,+0000052.00000000,+00028.,+00000.,+00113.,0,CC,FreeLocal,Standard,+00141.,2,T
Adult,3196,F,S,0,+0093454.30000000,Y,+0000048.53333300,+00018.,+00000.,+00025.,0,Auto,FreeLocal,Standard,+00044.,3,F
Child,3197,M,M,0,+0005745.00000000,Y,+0000015.38000000,+00026.,+00000.,+00017.,0,CC,FreeLocal,Standard,+00044.,2,T
Adult,3204,F,M,2,+0011234.70000000,Y,+0000049.04666700,+00000.,+00000.,+00112.,0,CC,Budget,Standard,+00113.,2,F
Adult,3206,F,M,1,+0082931.30000000,N,+0000064.64000000,+00019.,+00000.,+00118.,0,Auto,FreeLocal,Standard,+00137.,2,F
Adult,3207,F,M,2,+0057483.90000000,N,+0000044.02666700,+00017.,+00000.,+00027.,0,CH,Budget,Standard,+00044.,1,F
Adult,3210,F,M,2,+0028267.00000000,N,+0000030.09333300,+00021.,+00000.,+00192.,0,CC,FreeLocal,Standard,+00214.,2,F
Adult,3212,F,M,2,+0036725.10000000,N,+0000055.79333300,+00008.,+00009.,+00077.,0,CH,Budget,Standard,+00094.,1,F
Adult,3222,F,S,1,+0012374.90000000,Y,+0000033.49333300,+00017.,+00000.,+00106.,0,Auto,FreeLocal,Standard,+00123.,1,T
Adult,3223,F,M,2,+0069133.90000000,Y,+0000026.83333300,+00008.,+00000.,+00037.,0,CH,FreeLocal,Standard,+00046.,1,T
Adult,3225,F,M,2,+0084948.00000000,Y,+0000029.44666700,+00011.,+00000.,+00012.,0,CH,FreeLocal,Intnl_discount,+00023.,3,F
Child,3228,M,S,0,+0015924.20000000,N,+0000014.46000000,+00000.,+00000.,+00001.,0,CH,FreeLocal,Standard,+00001.,2,F
Child,3236,M,M,2,+0078554.20000000,N,+0000016.70000000,+00005.,+00007.,+00023.,0,Auto,Budget,Standard,+00035.,4,F
Adult,3254,M,M,2,+0009309.57000000,Y,+0000025.44000000,+00008.,+00000.,+00099.,0,CC,FreeLocal,Standard,+00108.,3,F
Adult,3259,F,S,0,+0077726.40000000,N,+0000056.72000000,+00014.,+00000.,+00009.,0,Auto,Budget,Intnl_discount,+00023.,3,F
Adult,3268,F,M,2,+0064816.60000000,Y,+0000031.12666700,+00021.,+00000.,+00006.,0,CC,Budget,Standard,+00027.,2,F
Adult,3269,F,M,2,+0098217.10000000,N,+0000044.98000000,+00029.,+00000.,+00013.,0,CC,FreeLocal,Standard,+00042.,4,F
Adult,3272,F,S,0,+0015989.30000000,N,+0000061.69333300,+00003.,+00000.,+00025.,1,CC,Budget,Intnl_discount,+00029.,2,T
Adult,3282,F,S,0,+0000433.74000000,N,+0000060.74666700,+00003.,+00000.,+00040.,0,CC,FreeLocal,Standard,+00044.,2,T
Adult,3288,F,M,0,+0002031.61000000,N,+0000020.30000000,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00109.,2,T
Adult,3291,F,S,2,+0016938.50000000,N,+0000052.64666700,+00013.,+00000.,+00008.,0,CH,FreeLocal,Standard,+00022.,4,F
Adult,3294,F,M,0,+0055221.00000000,N,+0000041.00000000,+00000.,+00000.,+00015.,0,CC,FreeLocal,Standard,+00015.,1,F
Adult,3295,F,M,1,+0008073.11000000,N,+0000043.00000000,+00028.,+00000.,+00060.,0,Auto,FreeLocal,Standard,+00089.,1,F
Adult,3296,M,M,1,+0095448.60000000,Y,+0000053.68000000,+00024.,+00000.,+00005.,0,CH,Budget,Standard,+00029.,3,F
Child,3297,M,S,1,+0024141.50000000,Y,+0000017.00666700,+00028.,+00000.,+00097.,0,CC,FreeLocal,Standard,+00125.,3,T
Adult,3298,M,S,2,+0063152.60000000,Y,+0000063.17333300,+00029.,+00000.,+00040.,0,CC,Budget,Intnl_discount,+00070.,3,F
Adult,3301,F,S,0,+0042760.50000000,N,+0000046.00000000,+00013.,+00000.,+00040.,0,CC,Budget,Standard,+00053.,2,F
Adult,3302,F,S,1,+0049072.00000000,N,+0000070.00000000,+00023.,+00000.,+00010.,0,Auto,Budget,Intnl_discount,+00034.,1,F
Adult,3303,F,M,0,+0027371.80000000,Y,+0000061.00000000,+00016.,+00000.,+00126.,0,CC,FreeLocal,Standard,+00142.,1,F
Adult,3306,M,M,0,+0071472.90000000,N,+0000041.91333300,+00016.,+00000.,+00114.,0,CH,Budget,Standard,+00130.,4,T
Adult,3311,M,D,1,+0090478.60000000,N,+0000054.55333300,+00018.,+00000.,+00136.,0,CC,FreeLocal,Standard,+00154.,4,T
Adult,3315,F,S,1,+0042000.00000000,N,+0000024.39333300,+00023.,+00000.,+00206.,0,CC,Budget,Intnl_discount,+00229.,3,T
Adult,3328,F,M,2,+0047902.00000000,N,+0000026.03333300,+00017.,+00004.,+00049.,1,Auto,FreeLocal,Standard,+00072.,3,F
Child,3329,M,M,1,+0007545.96000000,Y,+0000016.75333300,+00022.,+00000.,+00178.,0,CC,Budget,Standard,+00200.,1,T
Adult,3336,F,S,1,+0013576.50000000,N,+0000039.42666700,+00014.,+00000.,+00025.,0,CC,Budget,Standard,+00040.,2,T
Adult,3347,F,S,1,+0013109.10000000,N,+0000062.60666700,+00022.,+00000.,+00040.,0,Auto,Budget,Standard,+00062.,2,T
Adult,3348,M,S,1,+0092647.50000000,N,+0000056.04666700,+00016.,+00005.,+00010.,0,CC,Budget,Standard,+00032.,4,T
